0.000000000000000000e+00 3.484831011017486269e+00
1.000000000000000021e-02 2.990941334754002146e+00
2.000000000000000042e-02 2.506647715838242085e+00
2.999999999999999889e-02 2.041038479884483170e+00
4.000000000000000083e-02 1.602001342973145448e+00
5.000000000000000278e-02 1.196134814643315503e+00
5.999999999999999778e-02 8.286940263984662325e-01
7.000000000000000666e-02 5.035705344134487893e-01
8.000000000000000167e-02 2.233049141998963705e-01
8.999999999999999667e-02 -1.086971803328590225e-02
1.000000000000000056e-01 -1.989557445198006369e-01
1.100000000000000006e-01 -3.420936819536110618e-01
1.199999999999999956e-01 -4.424429172564309787e-01
1.300000000000000044e-01 -5.030444217351042191e-01
1.400000000000000133e-01 -5.276696013013328912e-01
1.499999999999999944e-01 -5.206596188359309263e-01
1.600000000000000033e-01 -4.867596008495565507e-01
1.700000000000000122e-01 -4.309521147791834372e-01
1.799999999999999933e-01 -3.582941781576586826e-01
1.900000000000000022e-01 -2.737618411513036976e-01
2.000000000000000111e-01 -1.821060761607897205e-01
2.099999999999999922e-01 -8.772332068303839714e-02
2.200000000000000011e-01 5.456437619683174312e-03
2.300000000000000100e-01 9.406166039737068330e-02
2.399999999999999911e-01 1.753495311192212469e-01
2.500000000000000000e-01 2.472532835837991660e-01
2.600000000000000089e-01 3.084059828309329010e-01
2.700000000000000178e-01 3.581407731118097515e-01
2.800000000000000266e-01 3.964682165902644329e-01
2.899999999999999800e-01 4.240319324675366208e-01
2.999999999999999889e-01 4.420442960934272136e-01
3.099999999999999978e-01 4.522044590739166536e-01
3.200000000000000067e-01 4.566013932634421235e-01
3.300000000000000155e-01 4.576050340520986248e-01
3.400000000000000244e-01 4.577488932961239487e-01
3.500000000000000333e-01 4.596077230937238856e-01
3.599999999999999867e-01 4.656739337375459531e-01
3.699999999999999956e-01 4.782364998949675816e-01
3.800000000000000044e-01 4.992660277027706761e-01
3.900000000000000133e-01 5.303095033623081989e-01
4.000000000000000222e-01 5.723980043296972298e-01
4.100000000000000311e-01 6.259703325854683031e-01
4.199999999999999845e-01 6.908151328323720586e-01
4.299999999999999933e-01 7.660335955765957827e-01
4.400000000000000022e-01 8.500243261602400402e-01
4.500000000000000111e-01 9.404913974801190069e-01
4.600000000000000200e-01 1.034476008946070280e+00
4.700000000000000289e-01 1.128411560584786200e+00
4.799999999999999822e-01 1.218201332977144835e+00
4.899999999999999911e-01 1.299317355044154798e+00
5.000000000000000000e-01 1.366918456611454946e+00
5.100000000000000089e-01 1.415984954858584999e+00
5.200000000000000178e-01 1.441466926211669719e+00
5.300000000000000266e-01 1.438442580044166474e+00
5.400000000000000355e-01 1.402282888587835563e+00
5.500000000000000444e-01 1.328818348164047425e+00
5.600000000000000533e-01 1.214503558011136075e+00
5.700000000000000622e-01 1.056575210560868783e+00
5.799999999999999600e-01 8.531990949813027525e-01
5.899999999999999689e-01 6.036018260425553006e-01
5.999999999999999778e-01 3.081832226111705930e-01
6.099999999999999867e-01 -3.139442810570219899e-02
6.199999999999999956e-01 -4.121435776644403748e-01
6.300000000000000044e-01 -8.297179568885986178e-01
6.400000000000000133e-01 -1.278410737197763769e+00
6.500000000000000222e-01 -1.751185956517445463e+00
6.600000000000000311e-01 -2.239744153002488414e+00
6.700000000000000400e-01 -2.734622406061864464e+00
6.800000000000000488e-01 -3.225328212021896235e+00
6.900000000000000577e-01 -3.700505836933120740e+00
7.000000000000000666e-01 -4.148133007839485131e+00
7.099999999999999645e-01 -4.555745042904448816e+00
7.199999999999999734e-01 -4.910682796698045749e+00
7.299999999999999822e-01 -5.200360125891728025e+00
7.399999999999999911e-01 -5.412545978074665420e+00
7.500000000000000000e-01 -5.535655686858842017e+00
7.600000000000000089e-01 -5.559045633006735265e+00
7.700000000000000178e-01 -5.473305115494371265e+00
7.800000000000000266e-01 -5.270539077829654140e+00
7.900000000000000355e-01 -4.944635261081469224e+00
8.000000000000000444e-01 -4.491509411133219665e+00
8.100000000000000533e-01 -3.909322356391315090e+00
8.200000000000000622e-01 -3.198663093727292850e+00
8.300000000000000711e-01 -2.362692472360318430e+00
8.399999999999999689e-01 -1.407242642610067485e+00
8.499999999999999778e-01 -3.408681312903754645e-01
8.599999999999999867e-01 8.251547922091105880e-01
8.699999999999999956e-01 2.076882897938402195e+00
8.800000000000000044e-01 3.397816386946473255e+00
8.900000000000000133e-01 4.769065312985738991e+00
9.000000000000000222e-01 6.169571368948093770e+00
9.100000000000000311e-01 7.576383261124739477e+00
9.200000000000000400e-01 8.964982778124907625e+00
9.300000000000000488e-01 1.030965756162339275e+01
9.400000000000000577e-01 1.158391552465874952e+01
9.500000000000000666e-01 1.276093486144694644e+01
9.599999999999999645e-01 1.381404267154514365e+01
9.699999999999999734e-01 1.471721440066936282e+01
9.799999999999999822e-01 1.544558559917037144e+01
9.899999999999999911e-01 1.597596693399901646e+01
1.000000000000000000e+00 1.628735297575988028e+01
